article,label
  el metro de bogota y la operacion del tunel de la linea podrian quedar en vilo   el presidente de la camara colombiana de la infraestructura  cci   juan martin caicedo  mostro su preocupacion por la polemica generada por el presupuesto general de la nacion  especialmente  para el sector transporte  caicedo detallo que  de los  502 billones aprobados   16 7 corresponden al sector transporte  de esa partida   13 6 billones fueron asignados a inversion en proyectos concesionados y de obra publica  para la cci es preocupante que el gobierno omita en el decreto de liquidacion del presupuesto la desagregacion de  12 5 billones  parte de los  13 6 billones  para asegurar los recursos de los proyectos a cargo de invias y la ani  juan martin caicedo asevero que tras las declaraciones del ministro de hacienda  ricardo bonilla  el pago de vigencias futuras no se realizaria de acuerdo a los contratos suscritos  sino por el avance de las obras    se veria reflejado en el hecho de que la financiacion de iniciativas estrategicas para la competitividad y conectividad del pais  como la primera linea del metro de bogota  podria quedar en vilo   grafico lr hay que precisar  que las vigencias futuras cumplen un proposito de financiacion para garantizar los recursos que suministra el capital privado  por lo que nada tiene que ver el pago de tales vigencias con el ritmo de ejecucion de las obras  de existir atrasos en la ejecucion de estas ultimas  existen mecanismos contractuales y administrativos idoneos  regulados por la ley  para sancionar dicho atraso destaco la cci en el comunicado  ademas  resalto que la no expedicion del decreto de liquidacion ha llevado a que la paralisis de la infraestructura ya se sienta en varios programas del instituto nacional de vias como el mantenimiento rutinario de todas las vias nacionales no concesionadas  lo cual ha dejado sin trabajo a 2 600 microempresarios  cuyos contratos tuvieron que ser suspendidos desde el 31 de enero de este ano  porque no es posible adicionar los contratos  invias no puede licitar mantenimiento de carreteras destaco que no es posible porque invias no cuenta con los certificados de disponibilidad presupuestal  cdp   el cual destaco es un requisito indispensable para abrir las licitaciones  esta situacion podria llevar a suspender el transito por importantes corredores viales  como el cruce por el tunel de la linea  cuyo contrato vence el proximo mes de marzo  en ese caso  el tunel tendria que cerrarse  en cuanto a los proyectos en ejecucion de programas denominados legalidad y reactivacion  cci dijo que al no poder el invias expedir los registros presupuestales del ano 2024  por  2 billones de pesos  causaria la suspension de todas las obras por la imposibilidad de su pago  como esta ocurriendo con las actas de las intervenciones realizadas en enero de este ano   lo anterior  afecta 57 proyectos declarados de importancia estrategica nacional como la variante san francisco mocoa  narino putumayo   la via popayan isnos  cauca huila   san jose del guaviare calamar  la transversal del catatumbo  conexion alta guajira  entre otros proyectos  se senalo en el comunicado ,Transportation
tome nota   puntos en bogota para recargar un carro electrico los carros electricos se han vuelto una de las opciones mas atractivas para quienes desean cambiar su automotor  adquirir tecnologia novedosa y tambien favorecer a su bolsillo  por ello  diferentes marcas se han aventurado a incursionar en este negocio  ofreciendo a los consumidores colombianos un portafolio amplio de posibilidades para elegir  pese a la popularidad de estos automotores en el pais  algunos expertos aseguran que la infraestructura del pais aun no esta lista para atender un parque automotor electrico  debido a la oferta reducida de cargadores y a los altos costos que implica instalar un cargador en el hogar  en bogota la situacion ha mejorado paulatinamente y ya son varios los establecimientos que ofrecen este servicio de carga a automotores enchufables  estos son algunos de los puntos  colombia es uno de los paises con mayor numero de autos electricos matriculados en latinoamerica    foto  getty images puntos de recarga en bogota  estas son las zonas son diferentes empresas las que estan incursionando en la prestacion de este servicio por toda la ciudad  con puntos de recarga en la zona norte  noroccidente  centro y sur de la capital  estos son algunos de los puntos mas famosos y que se pueden encontrar en el mapa de la empresa evsy  zona norte carulla 116  118 2 carrera 23 dielco sas  12 75 calle 15 taller pelaez hermanos s a  718 calle 126 bmw plaza  7 12 calle 127a hotel hilton bogota   carrera 7  72 41 centro comercial andino   calle 81  10 60 exito norte  173 9 carrera 43 oasis group   carulla calle 110  9b 80  usaquen enel x   vitrina nissan morato   carrera 70  101 22 chevrolet continuatos   carrera 7  128 07 zona sur terpel voltex   chusaca granada soacha  26 sur 784 centro comercial vivelo mercurio   calle 31  soacha  cundinamarca centro comercial ventura terreros   carrera 1b  38 169  soacha centro comercial gran plaza el ensueno   calle 59c sur  51 21 bogota chevrolet autogrande   carrera 60f  bogota petrobras patio bonito   carrera 89c  42a sur 38 centro comercial gran plaza el ensueno   calle 59c sur  51 21  en la actualidad circulan 8 211 vehiculos con tecnologias bev y phev en colombia    foto  getty images zona noroccidente terpel voltex   la bascula   peaje de siberia  cundinamarca  colombia enel x   centro comercial plaza imperial enel x   chevrolet autoniza 170   calle 170  69 80 oasis group   exito occidente   carrera 116  78b 59  bogota evsy   edificio altos de granada celsia   aeropuerto el dorado evsy   los coches sede el dorado puntos ubicados a las afueras de bogota terpel voltex   club guaymaral  2    autopista nte   245 01 restaurante el portico   carrera 7  chia  cundinamarca andres carne de res   calle 3  11a 56  chia terpel voltex   intexzona   villamery  cota celsia   centro comercial fontanar   via chia cajica km 2 5 vitrina nissan dinissan   45a  chia  cundinamarca terpel voltex   la mesa   diagonal 4  350  la mesa tenga en cuenta las recomendaciones de su fabricante antes de acudir a los puntos de carga  para asi evitar problemas cuando llegue al lugar  es importante que conozca el tipo de bateria que tiene su vehiculo  las horas de carga necesarias y los cuidados para evitar el deterioro de este proceso  en 2022  el numero de vehiculos hibridos y electricos vendidos en colombia supero las 27 800 unidades    foto  getty images istockphoto una de las recomendaciones que hace el portal v2 charge es evitar las cargas rapidas de manera excesiva  aunque esta modalidad esta disponible en algunos vehiculos y permite  al igual que en un dispositivo celular  lograr la mayor carga en el menor tiempo  lo cierto es que esta repercute negativamente en el estado de la bateria  al generar mayor calor y estres en el proceso ,Transportation
negocio de venta de carros en colombia sigue caido y afecta a empresas famosas finalizado el cuarto mes del ano se conocieron las cifras oficiales de las ventas de carros en colombia  reporte suministrado por la asociacion nacional de empresarios  andi  y la federacion nacional de comerciantes  fenalco   sigue a pulzo en discover  vea tambien  el que quiera comprar estos carros  nuevos o usados  en colombia se va a ir de para atras  segun esta informacion  en abril se registraron 13 740 vehiculos nuevos  33 4   menos que los reportados hace un ano  cuando eran 20 622  esta es una muestra mas de que las personas no estan comprando carros en este 2023  en lo que va del ano  en colombia se han vendido 60 597 nuevos vehiculos  con una caida de 22 4   anual frente a los primeros cuatro meses del ano anterior  medellin  con 2 635 unidades matriculadas  es la ciudad en la que las personas estan comprando mas vehiculos  demostrando su crecimiento economico  aunque eso tambien estaria afectando a las viviendas  que cada vez son mas caras  eso si  los vehiculos nuevos son 29   menos que los que se registraban hace un ano  por el contrario  las ciudades en las que hubo una mayor venta de caidas son barranquilla  60 7     bucaramanga  47    y bogota  41 5     a pesar de ello  la capital fue la segunda con mas carros nuevos en abril  lee tambien ventas de carros en colombia estan afectando a varias empresas la situacion del pais en el ultimo ano ha hecho que algunas marcas deban tomar decisiones sobre los precios de los vehiculos que venden  sin embargo  muchas de ellas estan dandoles facilidades de pago o beneficios a los compradores  las cifras de abril  muy similares a las del mes anterior  senalaron que las cinco marcas que mas vehiculos vendieron fueron  renault  con 2 250 toyota  con 1 847 mazda  con 1 640 chevrolet  con 1 517 kia  con 986   vea tambien  el problema que los carros le estan creando a los planes de petro  cambio sale caro  en el mercado tambien hay otras empresas como suzuki  688   nissan  677   hyundai  551   volkswagen  506  y foton  432  que siguen ganando un posicionamiento en el mercado  ademas de los precios de los vehiculos  las tasas de interes  las subidas en los seguros todo riesgo y otros factores han hecho que las personas se sientan menos motivadas a comprar un carro o camioneta ,Economic activity
historia detras de  pedrito a caballo   fernando botero de todos los cuadros que pinto el maestro fernando botero en su vida artistica  hubo uno que retrato el inmenso dolor de la perdida de un hijo  lleva el nombre del menor de cuatro anos y el amargo recuerdo de unas vacaciones en sevilla  espana  es el famoso pedrito a caballo  la historia detras de pedrito a caballo en ese verano del 74  cuando iba con su familia en el carro  un camion perdio el control y los estrello  su hijo murio en el sitio y a botero le amputaron la falange del menique derecho  la perdida de pedrito  el unico hijo de su segundo matrimonio con cecilia zambrano  abrumo al artista  en medio de su inmensa tristeza  tomo mano de lo que sabia hacer  emprendio un acto de maxima grandeza que requirio su mayor coraje y determinacion  se encerro en su estudio en paris y se dedico a pintar a su hijo  en colores que no son festivos  pero tampoco funebres  recreo en cada trazo el semblante del pequeno  otros hubiesen evadido el calvario y eludido el recuerdo  pero el hizo todo lo contrario  inmortalizo en un lienzo el reflejo del amor y de la ternura de un padre que entierra a un hijo  la muerte de fernando botero el pintor y escultor fernando botero  famoso por sus figuras voluminosas y robustas  murio este viernes 15 de septiembre a los 91 anos en monaco  donde residia parte del ano  se sabe que el colombiano tenia deterioros de salud y llevaba varios anos luchando con parkinson  en sus ultimos dias desarrollo una fuerte pulmonia y se le dificultaba respirar  ha muerto fernando botero  el pintor de nuestras tradiciones y defectos  el pintor de nuestras virtudes  el pintor de nuestra violencia y de nuestra paz  de la paloma mil veces rechazada y mil veces colocada en su trono  escribio en la red social x el presidente  gustavo petro ,Health
caricaturas   eltiempo   com hola    tu correo ha sido verficado  ahora puedes elegir los boletines que quieras recibir con la mejor informacion  cerrar bienvenido   has creado tu cuenta en el tiempo  conoce y personaliza tu perfil  cerrar hola clementine el correo baxulaft gmai com no ha sido verificado  verificar correo cerrar cerrar el correo electronico de verificacion se enviara a clementine ejemplo com revisa tu bandeja de entrada y si no  en tu carpeta de correo no deseado  si  enviar ya tienes una cuenta vinculada a el tiempo  por favor inicia sesion con ella y no te pierdas de todos los beneficios que tenemos para ti  iniciar sesion cerrar,Communications
mercado libre   amazon y aliexpress   plataformas lideres del mercado de ecommerce estas tres marcas han hecho parte del crecimiento del segmento en 2024  se espera que las ventas anuales superen en 11 3  y el comercio minorista haga lo propio en 13 8  la semana pasada  antes de que la reforma tributaria se cayera en el legislativo  uno de los apartados que mas resono era el del iva de 19  para las compras hechas a traves de plataformas como temu o aliexpress  un segmento que cada vez gana mas terreno dentro de los consumidores y que recibio nuevos jugadores como el asiatico shein  tal crecimiento se sustenta en datos de la camara colombiana de comercio electronico  que reflejan que el tercer trimestre marco un alza de 35 3  en las ventas en linea en comparacion con el segundo trimestre del ano  alcanzando  27 5 billones hasta septiembre  a la luz de estos datos  lr reviso cuales son los actores mas relevantes del comercio electronico en colombia  muchas de estas plataformas operan como intermediarios entre los productores y fabricantes  y entre el comprador final  por lo que el numero de visitas en cada una de las plataformas es un criterio de la transaccionalidad  para este caso se usaron datos de la firma de ecommerce enviame  grafico lr el lider indiscutido  por su trayectoria en el mercado nacional y por el numero de visitas es mercado libre  con mas de 34 3 millones de visitas solo durante 2023  le sigue amazon  con 26 6 millones  aliexpress  con 13 3 millones  alkosto  con 12 8 millones  y falabella colombia  con 9 7 millones  los contrastes maria fernanda quinones presidente ejecutiva de la ccce la evolucion del ecommerce en colombia se consolida como un motor de la economia nacional  a pesar de los retos  el sector ha mostrado una notable resiliencia  el top 10 lo completan exito  con 7 8 millones  homecenter colombia  con 7 5 millones  ebay  con 3 9 millones  dafiti  con 2 4 millones  y alkomprar com  con 2 3 millones  temu y shein  nuevos actores a pesar de que mercado libre es una de los ecommerce mas grandes de america latina  no es la unica que opera en la region  de hecho  desde ee uu  y china llego una ola de estas plataformas  con la promesa de precios bajos  incluso equiparables con comercios mayoristas  la primera es temu  es una empresa con sede en boston  que nacio en 2022 y que diariamente pone a la venta entre 700 y 1 000 nuevas referencias  tiene presencia en 68 paises y  en el mercado latinoamericano  opera en chile  mexico y colombia  tambien cumple con sus obligaciones bajo la sombrilla de pdd holdings  conglomerado chino con una valorizacion de mercado de us 204 000 millones  este ano tambien entro en la competencia el gigante shein  que nacio en china en 2008 con la premisa de vender moda a precios asequibles  llega a 220 paises y en su catalogo residen al menos 600 000 productos  en 2023  genero un valor bruto de mercancia de us 42 000 millones  se diferencia de temu en que si tiene puntos fisicos en china  aunque desarrolla sus actividades en mayor medida es el ecommerce  en su marketplace agregan cerca 6 000 productos al dia  mercado libre  la de mayor trayectoria en colombia  registro el ano pasado  1 4 billones en ingresos y  1 460 millones de utilidades  segun los datos de la supersociedades  el ano se encamina a un record en ventas adicional al dato sobre el crecimiento en los montos de ventas en el tercer trimestre  la camara colombiana de comercio electronico tambien resalto el incremento en el ticket promedio  en este periodo  la media fue de  207 809  lo que representa un incremento de 9 7  en la comparacion interanual y 18 3  frente al segundo trimestre de 2024  sobre las categorias de mayor dinamismo destacan la tecnologia  con una participacion de 22 4   otras de retail  con 12 8   y entretenimiento  con 12 3   los servicios profesionales y sociales y seguros tuvieron los repuntes mas altos en septiembre  con 24 9  y 6  cada uno ,Economic activity
vanti   epm y gdo   las empresas que lideran en servicio gas por numero de usuarios cada vez las reservas de gas del pais son menores y en materia de transporte de este combustible  las empresas que lideran en el mercado son tgi  promigas y progasur el fin de semana pasado  la asociacion colombiana de ingenieros de petroleos  energia y tecnologias afines  acipet  aseguro que colombia perdio la autosuficiencia de gas  por lo que se dio una importacion del hidrocarburo para suplir la creciente demanda nacional  durante los ultimos meses  el sector ha visto con creciente preocupacion el abastecimiento de gas tanto para hogares  comercio y transporte  vanti  epm y gdo son las tres empresas que lideran en la prestacion del servicio de gas por numero de usuarios  naturgas aseguro que la importacion de gas en un incremento de 8  podria generar un aumento del precio de entre 20  y 30   un aumento que afectaria a los consumidores residenciales y los industriales  francisco lloreda  expresidente de la asociacion colombiana de petroleo  afirmo que la seguridad energetica se podria perder si no hay autosuficiencia con este combustible   las cifras no mienten  quien lo hace es el gobierno  estamos enfrentando una perdida de autosuficiencia  en algunos momentos hemos tenido que importar gas para el sector termico  pero es la primera vez en mas de 40 anos que estamos importando gas natural para los sectores residencial y vehicular  dijo  grafico lr vanti  la primera de las empresas por numero de usuarios  cuenta con alrededor de 2 5 millones de personas  mientras que las dos ultimas llegan a 1 4 millones y 1 3 millones  respectivamente  el sector esta compuesto por otras companias como gases del caribe  1 19 millones   alcanos  1 05 millones   surtigas  918 000  y efigas  690 000   los contrastes rodolfo anaya presidente de grupo vanti hemos avanzado en una gestion sostenible y responsable  cuidando que nuestra operacion incorpore de manera adecuada los asuntos relacionados con asg  luz stella murgas presidenta de naturgas hay un trabajo conjunto de la cadena de valor del gas natural para consolidar un completo inventario de emisiones e implementar acciones de descarbonizacion  en vanti somos conscientes de la importancia de nuestro sector en el desarrollo sostenible del pais  ya que el gas natural permite cerrar brechas socioeconomicas  al tiempo que reduce emisiones de la manera mas eficiente posible  generando asi lo que se requiere en la transicion y en la agenda 2030  equilibrio  dijo el presidente de vanti  rodolfo anaya  en cuanto a los transportadores de gas por redes en colombia  tgi lidera con 4 033 kilometros de gasoductos  tiene una participacion de mercado de 52   las companias que siguen en importancia son promigas y progasur  las cuales tienen redes de transporte de gas de 2 700 y 392 kilometros de redes  colombia cuenta con mas de 7 700 kilometros de gasoductos  cabe destacar que el consumo de gas en colombia esta liderado por el sector industrial y comercial  seguido del termoelectrico y  en tercer lugar  esta el residencial  clave para la economia nacional ,"Electricity, Gas and Water"
cinemateca de bogota celebra 53 anos con cine gratis este miercoles la cinemateca de bogota celebra sus 53 anos con la proyeccion de peliculas que han sido ganadoras de las becas que otorga desde hace 30 anos con el objetivo de fomentar la realizacion  la divulgacion y el disfrute del cine colombiano  por eso  la programacion de hoy  10 de abril de 2024  esta dedicada al cine colombiano  el cual puede ser visto con acceso libre hasta completar aforo  eso si  es importante saber que las boletas se deben reclamar una hora antes de cada funcion  las peliculas para ver gratis son   don ca  dir  patricia ayala  2013  colombia  90 min  el concursante  dir  carlos osuna  2019  colombia  82 min  mambo cool  dir  chris gude  2013  colombia  ee uu  60 min  pirotecnia  dir  federico atehortua  2019  colombia  85 min  toro  dir  adriana bernal mor  gina ortega  2022  colombia  78 min  alguien mato algo  dir  jorge navas  1999  colombia  27 min  masmelos  dir  duvan duque  2019  colombia  15 min  bailando  dir  ivan gaona  2020  colombia  13 min  aurora y la casa de las luces  dir  maria matiz  angela matiz  2022  colombia  17 min  paloquemao  dir  jeferson cardoza herrera  2022  colombia  19 min  fabricia  dir  cecilia traslavina  2013  colombia  8 min  carne  dir  carlos gomez salamanca  2013  colombia  8 min  llave de papel  dir  jenaro gonzalez paez  2015  colombia  23 min  el intronauta  dir  jose arboleda  2019  colombia  16 min  en medio de la nada  dir  oscar fabian triana  2023  colombia  8 min  la perra  dir  carla melo  2023  colombia  francia  14 min  jesus  dir  felipe colmenares  2023  colombia  28 min  ceso la horrible noche  dir  ricardo restrepo  2013  colombia  25 min  planas  testimonio de un etnocidio  dir  marta rodriguez  jorge silva  1971  colombia  37 min  la cerca  dir  ruben mendoza  2004  colombia  20 min  flores secas  dir  hernando borda  2019  colombia  16 min  intuicion  dir  julieta arellano  2015  colombia  15 min  lupita y las sirenas  dir  tomas pinzon lucena  2020  colombia  20 min  fieras  dir  andres felipe angel  2023  colombia  19 min  un rumor atraviesa el tiempo  dir  anna magdalena silva schlenker  2013  colombia  25 min  tomada  dir  mauricio leiva cock  2016  colombia  26 min  estas no son nuestras memorias  dir  aseneth suarez ruiz  patrick alexander  2021  colombia  23 min  el susurro de un abedul  dir  diana montenegro  2015  colombia  15 min  sobre la cinemateca de bogota el centro cultural de las artes audiovisuales  cinemateca de bogota  del instituto distrital de las artes  idartes  fue fundada en 1971  ha sido el espacio de la alcaldia mayor de bogota para el desarrollo de politicas publicas que impulsen las artes audiovisuales  a lo largo de los anos  ademas de su programacion en sala  la cinemateca ha sido epicentro de la ejecucion de diversas estrategias de preservacion  desarrollo de publicaciones e investigaciones  generacion de contenidos  formacion  creacion  alcance local  tecnologias de la informacion  convocatorias y mas  para responder a una misionalidad comprometida con todo aquello que el cine y las artes audiovisuales puede representar para una sociedad   email protected     liarteconarte,Education
google   le contamos como puede postularse a una de sus vacantes   finanzas personales   economia la url ha sido copiada en el portapapeles  google esta a la caza de talento humano para incorporarlo a su nomina  el buscador  quizas el de mayor uso en el planeta esta reclutando desde especialistas de ventas digitales e ingenieros de atencion al cliente  hasta consultores de migracion de datos  entre otros  pero los interesados deben saber escribir y hablar ingles con fluidez  como principales requisitos  aunque todo depende del cargo al que se quiera aplicar  la oferte de empleo de dicho buscador esta dirigida a varios paises de la region  entre estos colombia  a traves de una de sus herramientas google puso a disposicion varios cargos para personas de argentina  brasil  chile  mexico y colombia  google tambien tendra en cuenta el tiempo de experiencia de los interesados  para aplicar a las ofertas disponibles haga clic en el siguiente link   revise las condiciones y siga el paso a paso para la postulacion de su hoja de vida  tenga en cuenta que debe enviar la hoja de vida en ingles  economia y negocios,Economic activity
mercado de los brownies moviliza mas de  340   000 millones en ventas durante el ano el 11 de noviembre es celebrado a nivel mundial el dia del brownie  una preparacion que tiene un precio promedio de  4 000 en el retail colombianos hoy es el dia mundial del brownie  un postre que incluso ha sido el primer esbozo de emprendimiento en muchos universitarios que han vendido esta preparacion para obtener ingresos extras  el costo promedio por unidad de un brownie en los retail alcanza los  4 000  mantequilla  chocolate  huevos  azucar  cacao y harina son los ingredientes necesarios para este producto que genera ingresos anuales de  340 000 millones aproximadamente  segun el informe de produccion de la universidad nacional de colombia  grafico lr harinera del valle  la empresa que en 2022 genero  1 6 billones y utilidades por  47 164 millones  vende este producto bajo la marca mama ia  un producto que se puede encontrar en las tiendas por un precio unitario de  2 900 siendo el mas barato de este ranking  adicionalmente  harinera del valle publico que se esta usando 0 5 toneladas de plastico menos en sus empaques de brownies  otros de los competidores en este mercado es bimbo  presidida en colombia por francisco fuente  estos manejan la marca mr brown  cuyos brownies cuestan un promedio de  3 290  la empresa en colombia facturo para 2022  1 18 billones y tuvo utilidades por  1 643 que crecieron 220  con respecto a 2022  aunque los brownies son altos en de azucar  bimbo tiene como objetivo para 2030 que sean buenos nutricionalmente  100  de nuestros productos de panificacion y snacks brindaran nutricion positiva  segun dijo la empresa en un comunicado  los contrastes bernardo serna presidente de productos ramo seguimos fortaleciendo nuestra linea equilibrio  menos azucar  menos grasa y menos sodio  ahora hace parte de ella tambien el brownie que es buena fuente de fibra  ramo tambien ofrece brownies  al mismo precio que el mr brown  sin embargo  a mediados de este ano lanzaron una propuesta  mas fitness  la linea equilibrio tiene productos con menos azucar  menos grasa y menos sodio  seguimos fortaleciendo esta linea  ahora hace parte de ella tambien el brownie equilibrio que es buena fuente de fibra  buscamos darle algo increiblemente rico a los que buscan productos mas balanceados durante el dia  dijo bernardo serna  presidente de ramo ,Economic activity
cuales son las ciudades mas baratas para vivir en estados unidos el nuevo informe indice de coste de vida 2023 publicado por el consejo de investigacion economica  revelo cual es actualmente la ciudad mas barata para vivir en estados unidos  este dato se vuelve relevante para quienes buscan economizar y tienen la posibilidad de mudarse  sigue a pulzo en discover  vea tambien  las ciudades mas baratas para vivir en canada  mas economicas que las de estados unidos  estados unidos es uno de los paises receptores de migrantes colombianos por excelencia  su fama de ser el pais de las oportunidades ha contribuido a que personas de paises subdesarrollados lleguen a su territorio buscando mejores oportunidades de vida  aunque california y florida son los estados que mas migrantes latinos reciben en ese pais  en el de illionis se ubica la ciudad mas economica para vivir  segun el reciente reporte  se trata de decatour  que queda a 40 minutos de springfield  la capital de ese estado  famosa por la popular caricatura los simpson  el informe la atribuyo un puntaje de 77  actualmente tiene una poblacion de 69 097 habitantes y el ingreso familiar promedio es de 45 111 dolares  equivalente a 183904 013 pesos colombianos anuales  lo que esta por debajo del promedio nacional  lee tambien cuanto es el costo de vida en decatour  ciudad mas barata para vivir en estados unidos decatour es conocido por ser la ciudad de la soya  a tal punto de ser la capital mundial de esta planta  la pagina especializada cuanto cuesta vivir expone algunos de los costos promedio que se deben hacer viviendo en esta ciudad  alquiler mensual apartamento 1 habitacion en el centro   600 dolares  2446 020 pesos colombianos   alquiler mensual apartamento 3 habitaciones en el centro   1 075 dolares  4382 452 pesos colombianos   comida en un restaurante barato  11 dolares  44 843 pesos colombianos   1 kg de arroz blanco  3 31 dolares  13 493 pesos colombianos   1 kg de pechuga de pollo sin piel y sin hueso  7 71 dolares  31 431 pesos colombianos   1 viaje en transporte publico  1 50 dolares  6 115 pesos colombianos   internet de 60 mbps tarifa plana al mes  46 33 dolares  188 873 pesos colombianos   dentro de las ciudades mas baratas para vivir en ese pais tambien se asoman otras como harlingen  texas   mcallen  texas  y ponca city  oklahoma   entre otras  por que una invasion de estados unidos a venezuela afectaria a colombia  el mandatario senalo que la politica antidrogas de estados unidos  especialmente durante el gobierno de donald trump  ha procovado tensiones internacionales y podria tener como consecuencia una posible invasion a la republica de venezuela ,Economic activity
la patria boba   blogs el tiempo ingresa o registrate aca para seguir este blog  seguir este blog ningun colombiano diria que somos un pais de tontos  al contrario  la sagacidad  la viveza  la malicia son un rasgo que nos identifica tanto dentro como fuera del pais    santistas y uribistas  nuevo escenario de la boberia colombiana  archivo el espectador  n o es sino revisar el registro de noticias para enterarnos que unos narcos inventaron una estrategia extraordinaria para llevar droga a estados unidos o europa  o que un estudiante universitario encontro una solucion viable y eficaz para el problema de contaminacion del rio bogota  basta con salir a la calle para constatar que el rebusque es una forma renovada de ingenio  y si nos atenemos a los cables de informacion inutil nos enteramos que ademas somos el tercer pais mas feliz del mundo  tan solo superados por costa rica y vietnam  pero una realidad salta a la vista  este es un pais inequitativo  y encima de todo  de bobos  ejemplos nos da la historia  la guerra contra el peru  la perdimos  pero en la memoria quedo registrado un triunfo que nadie objeto  en el siglo xix el estado soberano de boyaca le declaro la guerra al reinado de belgica para vengar un amor contrariado del general santos gutierrez  perdimos el istmo de panama sin que las tropas de guerra dispararan un solo tiro  daniel samper pizano escribio  no nos hemos destacado nunca  pues  por vivos  diners   algun poeta dijo que eramos un pais de leones dormidos  algo osado  otros han sido mas benevolos y hemos terminado por ser un pais de poetas y de presidentes gramaticos  hacian alusion a otras epocas  cuando aqui se vivia la poesia como hoy se vive el rentado de futbol  y cuando los libros de guillermo valencia o de eduardo carranza eran tan comentados como en la actualidad sucede con el embarazo de shakira o la eliminacion de oscar en protagonistas de nuestra tele  ademas  nuestra historia acusa numerosos periodos de patria boba y es sabido que  de la misma manera que como para cazar leones se debe ir donde haya  para hacer una patria boba se necesitan muchos bobos que esten haciendo patria  samper  diners   el espacio de esta columna no alcanzaria para enumerar los periodos de bobada en colombia  sin embargo  si algo ha dejado el nuevo milenio en materia politica en nuestro pais  ha sido el esfuerzo por alcanzar una cuspide de boberia sin parangon historica  bobo tiene varios sinonimos como  majadero  torpe  abobado  lelo  subnormal  pasmarote  mentecato  memo  zoquete  bodoque  retrasado  necio  bobalicon  estolido  percebe  frondio  obtuso  gaznada  mameluco  insomne  corto  tardo  desequilibrado  dormido   matador  archivo suyo en matador blogspot com tal parece que el diccionario de sinonimos se inspiro en la realidad politica colombiana para formar una lista tan nutrida  porque que fue el discurso del presidente santos en el recibimiento a los medallistas olimpicos  sino una majaderia de positivismo inspirada en paulo coelho  o la pretendida reforma a la salud que la ministra beatriz londono no sabe como encubrir  una torpe manera de defender el negocio de las eps  y las entrevistas al aquejado vicepresidente angelino garzon en que propone una constituyente para reconciliar a uribe y santos  sino una solucion abobada  por lelos el congreso de la republica casi nos mete una reforma a la justicia subnormal  gracias a lo cual nos enteramos que simon gaviria  presidente de la camara de la pasada legislatura  no era mas que un pasmarote que no lee lo que firma  y el ex secretario del senado  emilio otero  un mentecato que recibia 360 millones de pesos al ano de sueldo  y que la banca colombiana es anormal porque son los unicos que en plena recesion economica siempre obtienen ganancias desmedidas  y en anadidura  quienes tenemos una cuenta de ahorros en cualquier banco terminamos siendo unos memos  o hasta zoquetes porque nos toca pagar por una certificacion bancaria una cifra similar a la de un almuerzo en harry sasson    basta con mirar cualquier diario para ver que el ministro del interior esta como un bodoque organizando la reunion entre los indigenas del cauca con el presidente santos  o que el de defensa siempre anda dormido con el orden publico  y que la canciller es necia con el bendito tlc con china  creyendo que es una competencia de igual a igual  y los columnistas una partida de desequilibrados que no saben como disimular sus intereses de forma publica  y terminamos leyendo remedos de imposturas que muchos no entendemos y otros no logran terminar  porque  o tiran el periodico a la sesta de la basura o se quedan dormidos con los bobalicones de pacho santos en el colombiano  paloma valencia en el espectador  o las entrevistas de maria isabel en el tiempo  para terminar  que vemos en la television colombiana  realities estolidos donde sale a relucir esa malicia que los colombianos llevamos dentro  y que ricardo silva denoto acertadamente como un zoologico humano  o noticieros tardos  partidos de futbol percebes  reinados frondios  ante este panorama  hay algun tipo de idea novedosa que este ondeandose en colombia  en verdad  ninguna    el movimiento pedimos la palabra  un revoltijo de intelectuales  academicos y politicos sin partido cuyo fortin politico es un lugar metafisico que unicamente antanas mockus sabe como explicar  o el puro centro democratico  una partida de obtusos embobados que repiten al unisono las gansadas que uribe lanza desde su twitter  los foros en las universidades privadas  o el consejo comunitario que este inventado en algun municipio perdido del territorio  en el cual repite una y otra vez que le den otra vez el chance de gobernar a esta partida de mamelucos  este inicio de milenio ha dejado muy poco para construir pais y superar la patria tontarrona que somos  antes andabamos divididos entre centralistas y federalistas  y llegaron los espanoles a aprovechar el papayazo de la patria boba  o fuimos liberales o conservadores  y una veintena de guerras civiles no fue suficiente para darnos cuenta que en los campos se mataba ferozmente el pueblo  y en bogota los jefes rojos y azules se sentaban en la misma mesa y compartian el mismo vino  hasta que uno que no fue bobo  se dio cuenta del engano y por eso lo mataron el 9 de abril de 1948  u otro que se burlaba del descaro mastuerzo de los paramilitares y lleva 3 873 dias de difunto  tambien hubo rencillas disque ideologicas entre lopistas y santistas  ospinistas y laureanistas  belizaristas y virgilistas  y en la izquierda no se quedan cortos  moiristas y comunistas  troskistas y camilistas  polistas y progresistas     que bobada por andar en estas es que terminamos creyendonos un pais feliz  menos mal queda algo de cordura  no somos los campeones mundiales  no somos tan pendejos para tragarnos ese cuento  compartir post  ,"Economic, Social, and Geopolitical Policy"
